assunto|ementa
AMPUTAÇÃO DE MEMBRO| Direito Administrativo. Responsabilidade civil do Estado. Acidente de trabalho que vitimou servidor público, ocasionando a amputação parcial do dedo indicador da mão direita. Responsabilidade civil objetiva (art. 37, § 6º). Tese de culpa exclusiva da vítima afastada pela prova testemunhal. Danos morais e estéticos configurados. Valores compensatórios de R$ 12.000,00 (danos morais) e R$ 15.000,00 (danos estéticos) que não devem ser reduzidos, encontrando-se, inclusive, em patamar inferior ao usualmente adotado. Recurso desprovido. 
AMPUTAÇÃO DE MEMBRO| APELAÇÃO CÍVEL. RESPONSABILIDADE CIVIL. MUNICÍPIO DE ITAGUAÍ. AÇÃO INDENIZATÓRIA POR DANO MORAL E ESTÉTICO. AMPUTAÇÃO DE DEDO DO PÉ DE CRIANÇA DE 8 ANOS EM RAZÃO DE MÁ CONSERVAÇÃO DE ESCORREGA DE PARQUE MUNICIPAL. OMISSÃO ESPECÍFICA. DANO MORAL E ESTÉTICO CONFIGURADOS. Responsabilidade objetiva do Município. Teoria do Risco Administrativo. Omissão específica decorrente da violação de um dever de agir exclusivo. Cabe ao Município o dever de conservação da praça pública e dos brinquedos que a guarnecem, ou, no mínimo isolar os brinquedos danificados, visando a preservação da integridade física dos frequentadores do local. Perícia comprova a existência de nexo de causalidade entre o fato narrado pela parte autora e a lesão sofrida pela menor. Dever de indenizar do Poder Público. Dano estético e moral configurados. Possibilidade de cumulação (Súmula 37, STJ). A amputação do dedo foi em grau mínimo, não gerando incapacidade. Ainda que não implique maiores limitações físicas para a autora na fase adulta, lhe deixará marcas que jamais serão apagadas do corpo. Valor de R$ 10.000,00 (dez mil reais) arbitrados em consonância com os princípios de razoabilidade e proporcionalidade. O dano moral, todavia, ficou um pouco aquém da sua repercussão na vida da autora, ainda mais considerando que se trata de uma criança, que naturalmente sofreu forte trauma em virtude do acidente, tendo uma vida inteira pela frente, sendo certo que tais lesões lhe trarão dissabores pelo resto da sua vida. Verba que merece ser majorada para R$ 30.000,00 (vinte mil reais), em observância às peculiaridades do caso concreto. Termo inicial dos juros moratórios deve fluir a contar do evento danoso, em se tratando de responsabilidade extracontratual (art. 398 do Código Civil, Súmula 54, STJ). Taxa judiciária é devida pelo réu (Súmula 145, TJRJ c/c Enunciado Administrativo n.º 42, do Aviso TJRJ nº 57/2010). Honorários advocatícios arbitrados em consonância com os parâmetros estabelecidos no art. 85, §§ 2º e 3º, I do CPC. Valor da condenação que deverá ficar depositado em conta judicial até que a autora atinja a maioridade, ressalvada por necessidade comprovada para retirada por meio de procedimento próprio. DESPROVIMENTO DO RECURSO DO RÉU. PARCIAL PROVIMENTO DO RECURSO DA AUTORA. 
AMPUTAÇÃO DE MEMBRO| Ação indenizatória. Alegado erro médico. Polo passivo integrado pelo Município de Aperibe e médico responsável pela cirurgia. Alegação autoral de má prestação no serviço público de atendimento à saúde, em razão de apontado erro médico perpetrado pelo médico, o que teria ocasionado a amputação de um dos dedos da autora, em razão de falha na cirurgia. Sentença de improcedência. Inconformismo da autora. Responsabilidade civil subjetiva com relação ao médico, responsável pela cirurgia, enquanto se trata de responsabilidade civil objetiva do Município réu, a teor do disposto no art. 37, §6º da CRFB/88. Teoria da responsabilidade objetiva, afastada a responsabilidade integral. Inexistência de comprovação a respeito do fato administrativo, do dano experimentado pela autora e do nexo de causalidade entre eles. Manifesta excludente de responsabilidade, haja vista que não restou evidenciada a relação entre as complicações sofridas pela apelante e o suposto fato administrativo ¿ cirurgia -. Rompimento do nexo de causalidade. Precedente desta Câmara Cível, no julgamento de caso semelhante e que ora se prestigia: ¿Apelação cível. Responsabilidade civil. Demanda proposta em face do Município do Rio de Janeiro. Autor, portador de diabetes, que alega erro médico que provocou a amputação de um dedo do seu pé direito e, posteriormente, do seu pé esquerdo. Laudo pericial conclusivo no sentido da ausência de falha no atendimento do autor pelo réu. Expert que concluiu que o fator desencadeante da amputação foi a diabetes com necrose. Nexo causal não comprovado. Responsabilidade objetiva decorrente de ato da Administração Pública que exige a demonstração do nexo causal entre a conduta do seu agente e o resultado danoso. Precedentes. Recurso desprovido¿ ( 0097458-58.2013.8.19.0001 ¿ apelação ¿ rel. Des. Mauro Pereira Martins - julgamento: 08/02/2017). Sentença que se mantém. Honorários recursais incidentes à espécie, devendo ser majorados para 12% sobre o valor da causa, observada a gratuidade já deferida nos autos. DESPROVIMENTO DO RECURSO. 
AMPUTAÇÃO DE MEMBRO| Apelação cível. Direito Administrativo. Responsabilidade civil do Estado. Erro médico. Ação indenizatória proposta por paciente atendido pelo sistema de saúde estadual que vem a ser alvo de demora na realização dos procedimentos prévios necessários à posterior cirurgia de remoção de tumor em membro inferior direito que, associada à falta de condições infraestruturais do nosocômio, resultou em agravamento do quadro, a culminar com a necessidade de amputação da perna da demandante. Preliminar de legitimidade passiva. Autora foi atendida pela ora recorrente no que concerne aos procedimentos necessários à remoção do tumor desenvolvido em sua perna. Assim, imputada ao réu a responsabilidade civil por ato envolvendo a sua atuação, exsurge a sua legitimidade diante da possibilidade de vir a ser condenada pelo eventual resultado danoso a que houver dado causa. Rejeição da preliminar. No mérito propriamente dito, o desate da lide passa pela valoração da responsabilidade civil estatal sob a ótica da teoria do risco administrativo, a qual embora dispense a prova da culpa do ente público na hipótese de omissão específica, não exime a parte autora de comprovar o dano e o nexo causal incidentes na espécie. Pressupostos que se fazem presentes. Réu que adotou conduta inadequada no manejo da queixa clínica apresentada pelo paciente, máxime quando a prova técnica encartada nos autos noticia que: (i) não foram realizados em tempo hábil os exames necessários à remoção do tumor; (ii) não foi adquirida a prótese que deveria ser implantada após a extirpação da lesão; (iii) que estavam defeituosos os equipamentos necessários à intervenção; (iv) que as condições operatórias nas instalações físicas do hospital àquele tempo não eram favoráveis. Manutenção da condenação ao pagamento de dano moral no valor de R$70.000,00 levando em conta o grau de reprovabilidade da conduta do réu, a intensidade e duração do sofrimento experimentado pela vítima, a capacidade econômica do réu e as condições sociais do ofendido. Recurso a que se nega provimento. 
AMPUTAÇÃO DE MEMBRO|" APELAÇÃO CÍVEL - AÇÃO DE INDENIZAÇÃO POR DANOS MATERIAIS, MORAIS E ESTÉTICOS - ATROPELAMENTO POR COLETIVO DE PROPRIEDADE DA RÉ - AUTOR QUE SOFREU AMPUTAÇÃO DO PÉ ESQUERDO - RESPONSABILIDADE OBJETIVA - DANO E NEXO DE CAUSALIDADE COMPROVADOS - RESPONSABILIDADE CIVIL OBJETIVA DA CONCESSIONÁRIA DE SERVIÇO PÚBLICO EX VI DO ART. 37, §6º, DA CRFB - DESNECESSIDADE DE INVESTIGAÇÃO DA CULPA - NEXO DE CAUSALIDADE - ÔNUS DA PARTE RÉ DE PROVAR A EXCLUDENTE DO NEXO CAUSAL - INEXISTÊNCIA DE CAUSAS EXCLUDENTES DO NEXO CAUSAL, COMO CULPA EXCLUSIVA DA VÍTIMA, CULPA EXCLUSIVA DE TERCEIRO, CASO FORTUITO EXTERNO E FORÇA MAIOR - INEXISTÊNCIA IGUALMENTE DE CULPA CONCORRENTE DA VITIMA - DANOS MATERIAIS QUE DEVEM SER APURADOS EM LIQUIDAÇÃO DE SENTENÇA - - INDUVIDOSO QUE EM VIRTUDE DO OCORRIDO O AUTOR TENHA SOFRIDO TRANSTORNOS DE ORDEM IMATERIAL QUE EXTRAPOLAM O MERO ABORRECIMENTO COTIDIANO, RESTANDO CONFIGURADA NOS AUTOS A OCORRÊNCIA DE DANOS MORAIS E ESTÉTICOS PASSÍVEIS DE COMPENSAÇÃO - PROVADA A INCAPACIDADE PARCIAL TEMPORÁRIA DO AUTOR, MAS NÃO OS SEUS GANHOS, CABÍVEL A INDENIZAÇÃO POR DANO MATERIAL, A TÍTULO DE LUCROS CESSANTES, SOB A FORMA DE PENSIONAMENTO VITALÍCIO, COM BASE NO SALÁRIO MÍNIMO, SOBRE O QUAL INCIDIRÁ O PERCENTUAL INDICADO NA PERÍCIA. - PRECEDENTES - EM AÇÃO DE INDENIZAÇÃO, PROCEDENTE O PEDIDO, É NECESSÁRIA A CONSTITUIÇÃO DE CAPITAL OU CAUÇÃO FIDEJUSSÓRIA PARA A GARANTIA DE PAGAMENTO DE PENSÃO, INDEPENDENTEMENTE DA SITUAÇÃO FINANCEIRA DO DEMANDADO"". APLICAÇÃO DA SÚMULA 313/STJ - SENTENÇA DE IMPROCEDÊNCIA QUE SE REFORMA - DÁ-SE PROVIMENTO AO RECURSO. DÁ-SE PROVIMENTO AO RECURSO. "
AMPUTAÇÃO DE MEMBRO| APELAÇÃO CÍVEL. DIREITO ADMINISTRATIVO. REVISÃO DE BENEFÍCIO PREVIDENCIÁRIO. SERVIDOR PÚBLICO MILITAR ESTADUAL, INTEGRANTE DO CORPO DE BOMBEIROS. INVALIDEZ. PROMOÇÃO AO POSTO MÁXIMO. INDENIZAÇÃO. LEI ESTADUAL Nº 4.157/2003. PROCESSO ADMINISTRATIVO. PRESCRIÇÃO. MANTENÇÃO DO JULGAMENTO DE IMPROCEDÊNCIA. RECURSO DESPROVIDO. 1. Ab initio, convém salientar que na exordial o autor narra que sofrera um acidente, o qual gerou uma fratura no fêmur esquerdo e, após ser atendido pela junta médica do Hospital Central do Corpo de Bombeiros deste Estado, sofreu amputação de 1/3 de seu membro inferior esquerdo. Afirma que se aposentou e passou a receber auxílio integral equivalente ao soldo de Cabo após o pedido de revisão formulado em 1997. Ora, depreende-se que houve dois pedidos alternativos, o primeiro pautado na Lei nº 4.157/2003, no qual o autor fundamenta seu direito à promoção; e o segundo, o pedido de indenização pelo dano supostamente causado pelos médicos que ocasionou sua incapacidade ao serviço. 2. razão da amputação do membro inferior esquerdo, considerada como uma medida desnecessária resultante de negligência médica, é forçoso reconhecer a incidência da prescrição desta pretensão. O dano alegado pelo autor ocorreu no dia 11 de agosto de 1976, portanto, há 40 anos da data do ajuizamento desta demanda, motivo pelo qual é inafastável o reconhecimento da prescrição. 3. Sabe-se que o pedido administrativo interrompe o prazo prescricional. No entanto, após a resposta da Administração, o prazo passa a correr pela metade a contar da data do ato que a interrompeu ou do último ato ou termo do respectivo processo, por força da dicção inserta nos artigos 8º e 9º do Decreto 20.910/1932. 4. In casu, verifica-se que, diante da resposta administrativa publicada em 5 de junho de 2012, constata- se que a prazo prescricional da pretensão revisional se findou em janeiro de 2015 e a presente ação fora ajuizada somente em 11 de janeiro de 2016, motivo pelo qual se reconhece a prescrição da pretensão revisional também. 5. Recurso a que se nega provimento. 
AMPUTAÇÃO DE MEMBRO|" Ação Indenizatória. Bala perdida que atingiu a perna direita do autor quando chegava em sua residência. Pedido de dano moral. Sentença de procedência. Apelo indenizatório formulado tocante pleito em No ao do Estado em relação aos honorários advocatícios. Apelo do autor requerendo a majoração da indenização por dano moral. Responsabilidade Civil do Estado que se configura na espécie. Teoria do Risco da atividade. Art. 37, §6º da CRFB/1988. Tiroteio entre Policiais Militares e bandidos na Comunidade Pedreira. Comprovação dos danos sofridos pelo autor que sofreu amputação de 80% (oitenta por cento) da perna. Caracterização da falta administrativa e nexo causal que não foram afastados. Verba indenizatória arbitrada corretamente em valor condizente com a extensão e gravidade do dano infligido ao autor da demanda. Observância aos princípios da proporcionalidade e da razoabilidade. Precedente nesta Câmara Cível, em julgamento unânime, a saber: ¿Embargos Infringentes. Inconformismo da embargante com o acórdão que reformou a sentença de parcial procedência. Responsabilidade civil do Estado por morte do marido da autora, atingido por ""bala perdida"" quando saía de sua residência. Confronto entre policiais e traficantes. Artigo 37, § 6º da CRFB. Omissão específica do Estado. Situação corriqueira e já previsível na localidade. Responsabilidade objetiva. Teoria do risco administrativo. Omissão reiterada. Irrelevante se a bala partiu ou não da arma de policial ou de traficante, já que não se perquire responsabilidade por ação, mas pela omissão estatal que negligenciou no dever de segurança. Presentes o fato administrativo, o dano e nexo de causalidade entre eles. Ausentes quaisquer causas de excludentes de responsabilidade. (...) Provimento do recurso, para fazer prevalecer o inteiro teor do voto vencido, sendo reconhecida a procedência da demanda e restabelecida a sentença, na forma tal qual foi prolatada¿ (0125937-76.2004.8.19.0001 ¿ Embargos Infringentes¿ Julgamento: 23/11/2000 ¿ Rel. Des. Sirley Abreu Biondi- Décima Terceira Câmara Cível). Honorários de sucumbência que devem ser fixados de acordo com o disposto no art. 85, §3º, I do novo CPC. O Estado deverá arcar com o pagamento de honorários advocatícios no percentual de 10% (dez por cento) sobre a condenação. Correção monetária corrigida de ofício, uma vez que deve incidir somente a partir da data do julgamento, nos termos da Súmula nº 362 do STJ. Juros de mora incidem desde a data do ilícito, por aplicação do disposto no art. 398 do CC e Súmula nº 54 do STJ. PROVIMENTO DO RECURSO 1 (Estado) e DESPROVIMENTO DO RECURSO 2 (autor). "
AMPUTAÇÃO DE MEMBRO| ADMINISTRATIVO. RESPONSABILIDADE CIVIL DO ESTADO. AMPUTAÇÃO. FORNECIMENTO DE PRÓTESE PARA PERNA DIREITA. Ação de obrigação de fazer para compelir os Réus a fornecerem ao Autor prótese ortopédica externa transfemural para membro inferior direito. As normas constitucionais relacionadas à saúde não podem ser interpretadas como de conteúdo programático, sob pena de ficar comprometido o direito à vida. Todos os entes da Federação têm o dever de prestar assistência médica aos necessitados. Comprovada a lesão do Autor, com amputação traumática do membro inferior, devem os Réus fornecer a prótese e tratamentos necessários. Confirmação da sentença. 
AMPUTAÇÃO DE MEMBRO|  APELAÇÃO. SENTENÇA PUBLICADA NA VIGÊNCIA DO NCPC. RESPONSABILIDADE CIVIL DO ESTADO. AUTOR QUE FOI ATINGIDO NO PÉ ESQUERDO POR PROJÉTIL DE ARMA DE FOGO ¿ ¿BALA PERDIDA¿ ¿ QUANDO SE ENCONTRAVA PRÓXIMO DE SUA RESIDÊNCIA, CULMINANDO COM A AMPUTAÇÃO DO MEMBRO ATINGIDO ATÉ A ALTURA DO TORNOZELO. EM RAZÃO DISSO, REQUER QUE O RÉU SEJA CONDENADO AO PAGAMENTO DE AJUDA CUSTO VITALÍCIA, PLANO DE SAÚDE VITALÍCIO E DANOS ESTÉTICOS E MORAIS. SENTENÇA DE IMPROCEDÊNCIA, SOB FUNDAMENTO DE QUE NÃO RESTOU COMPROVADA A PARTICIPAÇÃO DE QUALQUER AGENTE PÚBLICO NA AÇÃO CRIMINOSA QUE CULMINOU NO DANO SOFRIDO PELO DEMANDANTE. APELAÇÃO DO AUTOR. INCONFORMISMO QUE NÃO MERECE ACOLHIMENTO. SENTENÇA MANTIDA. DESPROVIMENTO DA APELAÇÃO. 1. Apelação do autor alegando, preliminarmente, cerceamento de defesa, pois ¿o Juízo a quo em momento algum acolheu o pedido de oitiva dos agentes envolvidos na operação policial, o que definitivamente prejudicou muito, para que fosse esclarecido a dinâmica dos fatos.¿. No mérito, discorre sobre a existência de danos morais e danos estéticos indenizáveis. Por fim, requer a anulação da sentença e o retorno para a fase instrutória, e, subsidiariamente, renovou os pedidos formulados na inicial. 2. PRELIMINAR DE CERCEAMENTO DE DEFESA QUE SE REJEITA. Sabe-se que a prova é produzida exclusivamente para o magistrado, a quem compete delimitar a questão controvertida e eleger os meios que entender pertinentes para o esclarecimento dos pontos duvidosos e formação de seu convencimento (art. 370 do NCPC). No caso, o ofício da Secretaria de Estado de Segurança de fls. 60/61 (índice 000060), aponta que não houve Operação Policial na data e local indicados pelo autor, portanto, não há indicação de agentes públicos que pudessem ser ouvidos em juízo. Por sua vez, o autor prestou todos os esclarecimentos necessários sobre a dinâmica dos fatos perante a autoridade policial, conforme termo de declaração de fls. 85/86 (índice 000085). Assim, não se vislumbra qualquer utilidade na produção da prova oral requerida. 3. TIROTEIO SEM A PARTICIPAÇÃO DE AGENTES DO ESTADO. Muito embora se trate de evento lamentável, a prova produzida nos autos não permite inferir pela ocorrência de ação ou omissão estatal que tenha sido a causa direta e imediata do dano alegado pelo recorrente. Inexiste qualquer elemento robusto que demonstre ter sido o projétil proveniente de arma utilizada por algum dos órgãos de segurança pública do Estado do Rio de Janeiro. As informações prestadas pela Secretaria de Estado de Segurança às fls. 60/61 (índice 000060), APONTAM QUE NÃO HOUVE OPERAÇÃO POLICIAL NA DATA E LOCAL INDICADOS PELO AUTOR. Além disso, conforme termo de declaração prestado pelo autor em sede policial (fls. 85/86 ¿ índice 000085), o autor ¿estava retornando para a sua residência após comprar um frango; que então ouviu o barulho de vários disparos de armas de fogo; que o declarante se jogou no chão, porém mesmo assim foi atingido no pé; que não sabe informar de quem veio o disparo que o atingiu,...¿ 4. EM TERMOS DE RESPONSABILIDADE CIVIL DO ESTADO, NÃO ABRAÇA O ORDENAMENTO JURÍDICO A TEORIA DO RISCO INTEGRAL, MAS SIM A DO RISCO ADMINISTRATIVO. AUSÊNCIA DE NEXO DE CAUSALIDADE. OMISSÃO GENÉRICA. DEVER DE INDENIZAR NÃO CONFIGURADO. PRECEDENTES DESTE TRIBUNAL DE JUSTIÇA. 5. APELAÇÃO A QUE SE NEGA PROVIMENTO. 
AMPUTAÇÃO DE MEMBRO|  DIREITO ADMINISTRATIVO. RESPONSABILIDADE CIVIL DO ESTADO. DEVER DE VELAR PELA INTEGRIDADE FÍSICA DAQUELES QUE ESTÃO SOB SUA CUSTÓDIA. ALUNO QUE SOFFREU AMPUTAÇÃO TRAUMÁTICA PARCIAL DA FALANGE DISTAL DO 3º QUIRODÁCTILO DIREITO NO INTERIOR DE ESCOLA MUNICIPAL. RESPONSABILIDADE CIVIL OBJETIVA. DANO MORAL E ESTÉTICO CONFIGURADOS. Ação pelo rito comum ordinário proposta por aluna da rede municipal em face do MUNICÍPIO DE SÃO JOÃO DE MERITI a objetivar indenização material, moral, estética e pensão vitalícia, em decorrência do esmagamento do 3º quirodáctilo direito em razão da batida da porta da sala de aula sobre sua mão, durante ausência momentânea da professora do local. Sentença de improcedência. 1. Responsabilidade civil objetiva que se imputa ao Município em decorrência do atuar de seus prepostos, ex vi do artigo 37, § 6º, da Constituição da República. 2. Dever do Poder Público de dispensar proteção efetiva a todos os estudantes que se acharem sob sua guarda imediata, nos estabelecimentos oficiais de ensino. 3. Dano moral evidenciado por toda a dor e sofrimento suportado pela autora ao ter uma parte do seu dedo amputado. 4. Dano estético também demonstrado pela prova pericial realizada nos autos. 5. Não comprovados os gastos da parte autora em decorrência do evento danoso de responsabilidade do demandado, correta a sentença que o deixou de condenar reparação material. 6. Laudo pericial que não constatou inaptidão futura para o exercício de atividade laborativa remunerada da autora, não havendo falar em pensão vitalícia. 7. Recurso ao qual se dá parcial provimento. 
CONTAMINAÇÃO POR TRANSFUSÃO DE SANGUE| Indenizatória por danos morais. Autores, esposo e filha da paciente que teria sido infectada pelo vírus do HIV ao se sujeitar a transfusões de sangue fornecido pelo 1° apelado, nas dependências do 2°. Sentença de improcedência à míngua de comprovação pelos autores dos fatos constitutivos do seu direito - art. 373, I do CPC. Apelação. Laudo pericial conclusivo quanto à inexistência de testes, descrição de sintomatologia de infecção aguda, histórico de transfusão prévia ou outro capaz de motivar a infecção antes da internação no Hospital Casa de Saúde São José -- ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA, tanto mais quando identificado pelo Banco de Sangue doador que um dos doadores, após nova análise, teve resultado positivo para HIV. Médica infectologista que informou tratar-se de uma infecção recente, com carga viral alta, motivo pelo qual concluiu pela infecção a partir da transfusão feita no dia 08 de março de 2010. Certo o evento e a ele filiada a contaminação da enferma, indubitável a obrigação dos réus de compor o dano daí resultante, omissos em observar a denominada 'janela imunológica', própria do vírus HIV, em conformidade com a técnica médica, certo que nem o hospital, nem o Serviço de Hemoterapia se desincumbiram do ônus de demonstrar qualquer intercorrência que pudesse evidenciar o rompimento do nexo de causalidade reconhecido, especialmente quanto ao bom estado de saúde dos doadores. Precedente do E. Superior Tribunal de Justiça. Danos morais. Situação vivenciada pelos autores que ultrapassa o mero dissabor e desconforto, mas retrata clara perturbação emocional, geradora de angústia, ansiedade e aflição intensas. Quantum indenizatório. Consideradas as peculiaridades do caso, exibe-se adequada e proporcional a quantia de R$ 50.000,00 (cinquenta mil reais), metade para cada um dos autores. Juros de mora e correção monetária. Juros de mora contados da citação, em conformidade ao disposto no artigo 405 do Código Civil, contratual que se exibe a responsabilidade. Correção monetária a partir da data deste decidido. Honorários sucumbenciais e recursais de 15% sobre o valor da condenação. Recurso provido. 
CONTAMINAÇÃO POR TRANSFUSÃO DE SANGUE|" TRANSFUSÃO DE SANGUE INFECÇÃO PELO VÍRUS DA HEPATITE C CÂNCER NO FÍGADO NEXO DE CAUSALIDADE DANO MORAL DANO MATERIAL Apelação cível. Ação indenizatória por danos materiais e morais. Reconhecimento da coisa julgada quanto à responsabilidade civil da ré, no que tange a contaminação da autora pelo vírus da hepatite C, em face de ação anterior e precedentes da jurisprudência. Causa de pedir distinta. Diagnóstico de câncer no fígado. Fato novo e supervenientes à primeira demanda. Laudo pericial que aponta o nexo de causalidade entre a infecção via transfusões sanguíneas do vírus da hepatite C, e a cirrose hepática consequente, e o surgimento de carcinoma hepatocelular. Danos morais caracterizados pela angústia e sofrimento físico- psicológico causado pela doença grave desenvolvida. Verba fixada de acordo com os princípios da razoabilidade e da proporcionalidade, observando-se o viés preventivo-pedagógico e precedentes jurisprudenciais. Dano material caracterizado pelos gastos da autora com medicamentos, materiais para exames, consultas médicas. Liquidação necessária para apuração do valor dos gastos mensais na forma do art. 509, I CPC/2015. Exclusão dos valores cobertos pela ação indenizatória anterior. Pensionamento de um salário mínimo mensal por conta da ""perda da chance"" de estabelecer-se a autora como advogada. Aplicação da súm. 215 TJRJ. Pensão que deve perdurar pela sobrevida da autora. Juros de mora e correção monetária na forma das súm. 43 e 362 STJ e en. 97 TJRJ. Sucumbência imposta à ré observado o art. 85 §9º CPC/2015. Provimento do recurso. Ementário: 07/2018 - N. 5 - 04/04/2018 "
CONTAMINAÇÃO POR TRANSFUSÃO DE SANGUE| Apelação Cível. Responsabilidade Civil. Município de Nova Iguaçu. Pedido de fornecimento de tratamento e de reparação por danos morais decorrente de alegada falha no serviço público de saúde. Menor, pais e irmãos que pleiteiam a reparação pelo sofrimento e pelos transtornos decorrentes da transmissão do vírus HIV, alegadamente ocorrida durante transfusão de sangue de doador para o menor, então com 4 anos de idade. Transfusão realizada em fevereiro de 2003. Diagnóstico em réu. 1- Independentemente da natureza subjetiva ou objetiva da responsabilidade imputada à Administração, é certo que o dever de reparar surge para o ente estatal somente se demonstrados o dano indenizável e o nexo de causalidade entre tal dano e a conduta (omissiva ou comissiva) atribuída ao Poder Público. 2- Prova documental de que o menor recebeu sangue de doador regular, que foi nominalmente identificado em todas as coletas, com a numeração das respectivas bolsas de sangue e os resultados de todos os testes e exames aos quais o material janeiro de 2007. Sentença de procedência. Apelo do foi submetido. Sorologia negativa para HIV em 6 exames de rotina, realizados em épocas distintas, desde a época da transfusão, em fevereiro de 2003, até a última doação documentada, em dezembro de 2007. 3- Menor que apresentava problemas de saúde relacionados à imunidade antes da internação durante a qual necessitou de transfusão de sangue. Ausência de prova de que ele realizou sorologia para HIV anteriormente. 4- Problemas de saúde que, embora não sejam determinantes, reforçam as demais provas constantes dos autos, no sentido de afastar a probabilidade de que a contaminação tenha ocorrido durante a transfusão. 5- Inicial que não indica os remédios e tratamentos de que o menor necessita, tampouco narra dificuldade no acesso aos mesmos. Direito dos portadores de HIV de receberem gratuitamente o respectivo tratamento que está expressamente previsto no art. 1º da Lei 9.313/96. Ausência de interesse de agir, por ora, quanto ao pedido de condenação ao dever de prestar saúde. 6- Recurso provido para indeferir o pedido de tratamento de saúde por falta de interesse de agir e julgar improcedentes os pedidos de reparação por danos morais e materiais. 
CONTAMINAÇÃO POR TRANSFUSÃO DE SANGUE| DIREITO CIVIL. AÇÃO INDENIZATÓRIA. RESPONSABILIDADE CIVIL DO ESTADO. POR FALECIMENTO DE MENOR. CONTAMINAÇÃO COM VÍRUS HIV EM PROCEDIMENTO DE TRANSFUSÃO DE SANGUE. PROVA PERICIAL CATEGÓRICA NO SENTINDO DA INEXISTÊNCIA DE NEXO CAUSAL ENTRE A CONDUTA DOS AGENTES PÚBLICOS E O RESULTADO DANOSO. IMPROCEDÊNCIA DO PEDIDO QUE SE MANTÉM. DESPROVIMENTO DO RECURSO. 
CONTAMINAÇÃO POR TRANSFUSÃO DE SANGUE| APELAÇÃO CÍVEL. INDENIZATÓRIA. SERVIÇOS MÉDICOS. CLÍNICA DE ASSISTENCIA MÉDICA NEFROLOGICA. CONTAMINAÇÃO POR VIRUS DA AIDS. FALHA NÃO DEMONSTRADA. VÍCIO DE INFORMAÇÃO EM RELAÇÃO AO PACIENTE E FAMILIARES. DANO MORAL. 1. Pretendem os autores indenização por dano moral advindo da falha no serviço da ré que levou a contaminação de paciente pelo vírus HIV quando realizava sessões de hemodiálise nas dependências da ré. 2. A conclusão simples e lógica dos autores ante a contaminação no decorrer do período em que o autor se tratava na clínica ré não leva em conta fato que o autor originário omite em sua inicial de que, no decorrer de seu tratamento junto à ré, viera a ser internado no hospital Rocha Faria tendo recebido transfusão de 4 bolsas de sangue fornecido pelo Instituto de Hematologia do Hemorio. Diante de tais circunstâncias, o laudo pericial produzido nos autos se mostra inconclusivo acerca da contaminação ter se dado nas dependências da ré ou em decorrência do material transfundido no Hospital Rocha Faria. 4. O reaproveitamento dos chamados filtros dialisadores no tratamento de pacientes com insuficiência renal in não é vedada pela Resolução da Diretoria Colegiada da ANVISA de n. 154/2004 obviamente impondo cautelas que visem a assepsia correta do material e sua utilização por um único paciente, fato que a ré alega ser de praxe e que foram verificadas pelo perito locum. 5. Ainda que reconhecido para ré o reaproveitamento do filtro dialisador utilizado pelo autor, paciente soropositivo, violando assim normas da Anvisa, circunstância esta que se deduz advindo do desconhecimento da ré de tal condição, não se mostra hábil a mesma a ensejar o contágio se somente o paciente usa aquele material. Por uma lógica simples, se a ré demonstra que cada paciente tem separado individualmente em gavetas o seu filtro dialisador somente a troca entre pacientes poderia ocasionar o contágio e isto não foi demonstrado na demanda. 6. Confrontadas as possibilidades de contágio na hipótese, vê-se que o expert reafirma a excelência do serviço prestado pelo Hemorio porém reconhece casos conhecidos de contaminação de pacientes que receberam material da renomada instituição; ao revés, dadas as cautelas na prestação do serviço realizada pela ré ante a imposição das normas que regem tal atividade, não foram noticiados casos de contaminação advinda de tratamento de hemodiálise pelo que tal hipótese é considerada pelo perito como improvável. 7. Acerca do vício de informação, a tentativa da ré de impor ao laboratório conveniado à empresa a responsabilidade pela ausência informação do exame anual que deveria ter sido feito não prospera dada a responsabilidade objetiva e solidária que volta a ambas as empresas, ora advinda da relação de consumo que se vislumbra na hipótese, nos termos do § único do art. 7º do C.D.C., integrando ambas a mesma cadeia de consumo bem como em razão do que dispõe o art. 18 do citado diploma legal. 8. Evidente que a ausência de tal informação, dado o delicado quadro de saúde do autor originário, representava risco de agravamento de seu estado por complicações advindas da grave doença a que fora exposto, violando assim o art. 6 inciso III do CDC, ensejando o dano moral que reclama a reparação em bases justas e adequadas às circunstâncias do caso eis que excessivo o valor pleiteado pelo autor. 9. Recurso parcialmente provido 
CONTAMINAÇÃO POR TRANSFUSÃO DE SANGUE| Agravo regimental tirado contra decisão do Relator que indefere a realização de nova prova técnica. Descabimento do recurso. Não conhecimento. Decisão monocrática - Data de Julgamento: 12/08/2014 
