index|acordao_id|numero|assunto|relator|comarca|orgao_julgador|data_julgamento|data_publicacao|ementa
203|670421.0|0800132-70.2014.8.12.0051|Apelação Cível / Alienação Fiduciária|Des. Marcos José de Brito Rodrigues|Itaquiraí|2ª Câmara Cível|19/04/2017|20/04/2017|"E M E N T A – AÇÃO DE BUSCA E APREENSÃO – DEVEDOR FALECIDO ANTES DO AJUIZAMENTO DA AÇÃO – IMPOSSIBILIDADE DE SUBSTITUIÇÃO – ART. 110 DO CPC – AUSÊNCIA DE PRESSUPOSTOS DE CONSTITUIÇÃO E DE DESENVOLVIMENTO VÁLIDO E REGULAR DO PROCESSO – EXTINÇÃO DO FEITO SEM RESOLUÇÃO DO MÉRITO MANTIDA – RECURSO NÃO PROVIDO.
 O  artigo 110 do Código de Processo Civil disponha que ""Ocorrendo a morte de qualquer das partes, dar-se-á a sucessão pelo seu espólio ou pelos seus sucessores, observado o disposto no art. 313, §§ 1º e 2º"", deve-se considerar que a possibilidade desta substituição processual aplica-se apenas aos casos de falecimento de qualquer das partes durante o curso do processo, ou seja, falecimento de quem já esteja integrando a relação processual, figurando no pólo ativo ou passivo da ação."
204|550475.0|0800057-29.2015.8.12.0008|Apelação Cível / Alienação Fiduciária|Des. Eduardo Machado Rocha|Corumbá|3ª Câmara Cível|06/10/2015|06/10/2015|"AÇÃO DE BUSCA E APREENSÃO – DEVEDOR FALECIDO ANTES DO AJUIZAMENTO DA AÇÃO – IMPOSSIBILIDADE DE SUBSTITUIÇÃO – ART. 43 DO CPC – NOTIFICAÇÃO ENVIADA PARA O ENDEREÇO DO DE CUJOS – INVALIDADE – AUSÊNCIA DE PRESSUPOSTOS DE CONSTITUIÇÃO E DE DESENVOLVIMENTO VÁLIDO E REGULAR DO PROCESSO – EXTINÇÃO DO FEITO SEM RESOLUÇÃO DO MÉRITO – RECURSO DESPROVIDO.

Verificado que a presente ação foi ajuizada em face de pessoa já falecida, não há falar em substituição processual, tendo em vista que o art. 43 do CPC, apenas admite tal fato quando o falecimento da parte ocorrer no curso da lide, o que não é o caso.

A partir do falecimento do de cujos, ainda que não aberto o inventário, passa a ser do espólio a legitimidade para responder pelas dívidas e obrigações deixadas pelo autor da herança, nos termos do que preceitua o art. 597 do CPC. 

Tendo a notificação extrajudicial sido enviada para a residência do falecido, não há falar em comprovação da mora, ainda que tal documento tenha sido recebido por terceiro."
205|255807.0|0000011-50.2009.8.12.0019|Apelação Cível / Alienação Fiduciária|Des. Joenildo de Sousa Chaves|Ponta Porã|1ª Câmara Cível|04/07/2012|18/07/2012|' AÇÃO DE BUSCA E APREENSÃO. DEVEDOR FALECIDO ANTES DO AJUIZAMENTO DA AÇÃO - CONSTITUIÇÃO EM MORA - ATO INEXISTENTE - EXTINÇÃO. '
206|755836.0|0817563-05.2016.8.12.0001|Apelação Cível / Alienação Fiduciária|Des. João Maria Lós|Campo Grande|1ª Câmara Cível|20/03/2018|21/03/2018|"E M E N T A – APELAÇÃO CÍVEL – AÇÃO DE BUSCA E APREENSÃO – PRELIMINAR DE FALTA DE PRESSUPOSTO VÁLIDO DE DESENVOLVIMENTO DA DEMANDA – FALTA DE NOTIFICAÇÃO – AUSÊNCIA DE CONSTITUIÇÃO EM MORA DO DEVEDOR EM RAZÃO DE TRATAR-SE DE DEVEDOR FALECIDO – NOTIFICAÇÃO QUE DEVE SER ENCAMINHADA AO REPRESENTANTE LEGAL DO ESPÓLIO – EXTINÇÃO SEM RESOLUÇÃO DO MÉRITO – ARTIGO 485, IV, DO CPC – PRELIMINAR ACOLHIDA – RECURSO CONHECIDO E PROVIDO. 
Para o ajuizamento da ação de busca e apreensão, é imprescindível a comprovação da mora. No caso dos autos, não houve notificação, pois o devedor estava ausente, em razão do falecimento.
Assim, o credor deveria esgotar os meios para a localização da parte devedora, o que teria sido feito mediante o encaminhamento de notificação ao espólio.
Preliminar acolhida, para julgar extinto o feito, ficando prejudicada a análise das demais matérias debatidas no apelo. 
Recurso conhecido e provido."
207|829918.0|0823137-09.2016.8.12.0001|Apelação Cível / Alienação Fiduciária|Des. Fernando Mauro Moreira Marinho|Campo Grande|3ª Câmara Cível|27/11/2018|28/11/2018|"E M E N T A - APELAÇÃO CÍVEL – AÇÃO DE BUSCA E APREENSÃO – DEVEDOR FALECIDO – NOTIFICAÇÃO EXTRAJUDICIAL ENVIADA AO ESPÓLIO E RECEBIDA PELA ADMINISTRADORA PROVISÓRIA – AÇÃO DIRIGIDA AO ESPÓLIO – SENTENÇA INSUBSISTENTE – RECURSO PROVIDO.
1. Em ação de busca e apreensão de bem objeto de alienação fiduciária, a comprovação da mora do devedor é pressuposto de constituição e de desenvolvimento válido e regular do processo.
2. Com o falecimento do autor da herança, os bens são transmitidos imediatamente aos herdeiros legítimos e testamenteiros, por força do princípio da saisine. Consequentemente, a partir de tal fato, passa a ser do espólio a legitimidade para responder pelas dívidas e obrigações deixadas, nos termos do que preceitua o art. 796 do CPC, razão pela qual a notificação extrajudicial, em caso de morte do devedor, deve ser encaminhada ao espólio, na pessoa de seu representante legal.
3. Ausente inventário, a teor do disposto no art. 1.797, do Código Civil, a administração provisória da herança compete ao cônjuge supérstite.
4. Caso em que a instituição financeira requerida ajuizou a ação de busca e apreensão contra o espólio, tendo a notificação extrajudicial sido encaminhada ao endereço do contrato que é o mesmo da administradora provisória dos bens, tendo sido por ela recebida. Sentença insubsistente."
208|824241.0|0842118-86.2016.8.12.0001|Apelação Cível / Alienação Fiduciária|Des. Sérgio Fernandes Martins|Campo Grande|1ª Câmara Cível|06/11/2018|08/11/2018|"E M E N T A - APELAÇÃO CÍVEL. AÇÃO DE BUSCA E APREENSÃO. DEVEDOR FALECIDO ANTES DO AJUIZAMENTO DA AÇÃO. IMPOSSIBILIDADE DE SUBSTITUIÇÃO. ART. 110 DO CPC. NOTIFICAÇÃO ENVIADA PARA O ENDEREÇO DO DE CUJUS. INVALIDADE. AUSÊNCIA DE PRESSUPOSTOS DE CONSTITUIÇÃO E DE DESENVOLVIMENTO VÁLIDO E REGULAR DO PROCESSO. EXTINÇÃO DO FEITO SEM RESOLUÇÃO DO MÉRITO. SENTENÇA MANTIDA. RECURSO NÃO PROVIDO. 

Mantém-se a sentença que extinguiu a ação sem resolução do mérito, porquanto o ajuizamento da ação contra pessoa já falecida torna o processo inexistente, não autorizando a sucessão processual nos moldes do art. 110, do CPC, a qual, apenas tem lugar quando o falecimento da parte ocorre no curso do processo."
209|675048.0|0801157-35.2015.8.12.0035|Apelação Cível / Perdas e Danos|Des. Eduardo Machado Rocha|Iguatemi|3ª Câmara Cível|09/05/2017|10/05/2017|"E M E N T A – APELAÇÃO CÍVEL – AÇÃO DECLARATÓRIA DE INEXISTÊNCIA DE DÉBITO C/C REPETIÇÃO DE INDÉBITO E DANO MORAL – TERMO INICIAL DOS JUROS DE MORA – A PARTIR DO EVENTO DANOSO – CORREÇÃO MONETÁRIA – DATA DO ARBITRAMENTO –  SUCUMBÊNCIA RECURSAL – RECURSO PARCIALMENTE PROVIDO.


Nas indenizações por danos morais decorrentes de responsabilidade extracontratual, a correção monetária deve fluir a partir da data do arbitramento (Súmula 362 do STJ).

Consoante a Súmula 54 do STJ, nas indenizações por danos morais decorrentes de responsabilidade extracontratual, os juros moratórios incidem desde o evento danoso.

Tratando-se de recurso interposto sob a égide do novo Código de Processo Civil, impõe-se a majoração dos honorários advocatícios fixados na origem, nos termos dos §§ 1º e 11 do art. 85, do CPC.

A sucumbência parcial recursal implica na automática fixação de honorários em favor da parte adversa, mas em percentual razoável e proporcional, a fim de evitar que a verba honorária seja mais vantajosa do que o próprio direito material pretendido na demanda originária."
210|736259.0|0802406-38.2016.8.12.0018|Apelação Cível / Perdas e Danos|Des. Vilson Bertelli|Paranaíba|2ª Câmara Cível|17/12/2017|18/12/2017|"E M E N T A – RECURSO DE APELAÇÃO E RECURSO ADESIVO – INEXISTÊNCIA DE DÉBITO – MANUTENÇÃO INDEVIDA DO NOME EM CADASTRO DE INADIMPLENTES APÓS RENEGOCIAÇÃO DA DÍVIDA – DANO MORAL IN RE IPSA – QUANTUM INDENIZATÓRIO MANTIDO – TERMO INICIAL DOS JUROS MORATÓRIOS.
01. A renegociação da integralidade das dívidas e pagamento perante a instituição financeira configura novo negócio jurídico, razão pela qual a dívida anterior deixa de existir.
02. Não há necessidade de provar o dano moral, bastando a demonstração da inscrição/manutenção indevida do nome da parte nos órgãos de proteção ao crédito, por tratar-se de dano in re ipsa.
03. O dano moral deve ser fixado de maneira equitativa e em conformidade com as circunstâncias do caso, observando os princípios da razoabilidade e proporcionalidade.
04. De acordo com a súmula 362 do Superior Tribunal de Justiça, a correção monetária do valor da indenização do dano moral incide desde a data do arbitramento. 
05. Consoante o entendimento do art. 398 do Código Civil, bem como da Súmula 54 do Superior Tribunal de Justiça, os juros moratórios fluem a partir do evento danoso."
211|856278.0|0813035-25.2016.8.12.0001|Apelação Cível / Perdas e Danos|Des. Amaury da Silva Kuklinski|Campo Grande|3ª Câmara Cível|14/03/2019|15/03/2019|"E M E N T A - APELAÇÃO CÍVEL – AÇÃO DE REPARAÇÃO DE DANOS – TRANSPORTE AÉREO – OVERBOOKING – FALHA NA PRESTAÇÃO DO SERVIÇO – DANO MORAL – QUANTUM INDENIZATÓRIO MAJORADO – RAZOABILIDADE E PROPORCIONALIDADE – JUROS DE MORA – DANOS MORAIS E MATERIAIS – TERMO INICIAL A CONTAR DA CITAÇÃO – RESPONSABILIDADE CONTRATUAL – TAXA SELIC AFASTADA – RECURSO CONHECIDO E PARCIALMENTE PROVIDO.
Analisadas as condições econômicas das partes, o valor arbitrado a título de danos morais deve ser fixado de forma a reparar o sofrimento da vítima e penalizar o causador do dano, respeitando a proporcionalidade e razoabilidade.
O termo inicial dos juros de mora a partir do evento danoso, conforme Súmula 54/STJ, se aplica aos casos de indenização por danos morais, decorrente de responsabilidade extracontratual decorrente de ato ilícito. No presente caso, a responsabilidade é contratual, incidindo os juros de mora a partir da citação, seja referente aos danos morais, seja aos danos materiais.
Taxa selic afastada, com fundamento no art. 161, § 1º, do CTN c/c art. 406 do Código Civil."
212|904981.0|0800230-07.2011.8.12.0004|Apelação Cível / Perdas e Danos|Des. Alexandre Bastos|Amambai|4ª Câmara Cível|29/07/2019|31/07/2019|APELAÇÃO CÍVEL – AÇÃO DECLARATÓRIA DE INEXISTÊNCIA DE DÉBITOS C/C INDENIZAÇÃO POR DANOS MORAIS – INSCRIÇÃO INDEVIDA – DANOS MORAIS RECONHECIDOS – DANO IN RE IPSA - DESNECESSIDADE DE COMPROVAÇÃO DO DANO – RAZOABILIDADE DO QUANTUM FIXADO – IMPOSSIBILIDADE DE REDUÇÃO – JUROS MORATÓRIOS A PARTIR DO EVENTO DANOSO – RESPONSABILIDADE EXTRACONTRATUAL – SÚMULA 54 DO SUPERIOR TRIBUNAL DE JUSTIÇA – RECURSO CONHECIDO E NÃO PROVIDO.
213|328783.0|0801592-50.2011.8.12.0002|Apelação Cível / Perdas e Danos|Des. Luiz Tadeu Barbosa Silva|Dourados|5ª Câmara Cível|25/04/2013|29/04/2013|E M E N T A-APELAÇÃO CÍVEL - INDENIZAÇÃO POR DANOS MORAIS - AGRAVO RETIDO - IMPROVIDO - MÉRITO - PRETENSÃO DE DESCARACTERIZAR O DANO MORAL - IMPOSSIBILIDADE - INSCRIÇÃO DO NOME DO AUTOR NOS CADASTROS DE RESTRIÇÃO AO CRÉDITO EM DECORRÊNCIA DE COBRANÇA INDEVIDA DE PRESTAÇÕES JÁ QUITADAS DE EMPRÉSTIMO - SUBSUNÇÃO DO FATO AO ART. 186 DO CC - ATO ILÍCITO CONFIGURADO - NEXO CAUSAL ENTRE O DANO SUPORTADO E A CONDUTA DA INSTITUIÇÃO FINANCEIRA SUFICIENTEMENTE DEMONSTRADO - REDUÇÃO DO QUANTUM INDENIZATÓRIO - DESCABIMENTO - JUROS DE MORA DEVEM FLUIR A PARTIR DO EVENTO DANOSO - SÚMULA 54 DO STJ - MULTA PARA COMPELIR O APELANTE AO ADIMPLEMENTO DA OBRIGAÇÃO QUE LHE FOI IMPOSTA - PERTINÊNCIA - RECURSO IMPROVIDO. 1. O agravo retido que visa a manutenção da possibilidade de realização de apontamentos juntos aos órgãos de restrição ao crédito com base na dívida ora em estudo não merece guarida
214|561556.0|0001892-14.2012.8.12.0001|Apelação Cível / Perdas e Danos|Des. Dorival Renato Pavan|Campo Grande|4ª Câmara Cível|17/11/2015|20/11/2015|"APELAÇÕES CÍVEIS. REPARAÇÃO DE DANOS. SEQUELAS NA PERNA ESQUERDA DA AUTORA POR IMPACTO CAUSADO POR MANOBRA DO CONDUTOR DO ÔNIBUS DE PROPRIEDADE DA CONCESSIONÁRIA – RESPONSABILIDADE OBJETIVA – CULPA EXCLUSIVA DA VÍTIMA – EXCLUDENTE NÃO CONFIGURADA.
I) A teor do art. 37, § 6°, da Constituição Federal, a responsabilidade das empresas que prestam serviço publico é objetiva, apenas sendo excluída na hipótese de culpa exclusiva da vítima ou de terceiro, caso fortuito ou força maior.
II) Não comprovada a ocorrência de nenhumas das excludentes da responsabilidade objetiva, subsiste o dever da concessionária em indenizar os ofendidos pelos danos sofridos.
III) A previsão de obstáculos na pista, e conseguinte adoção de cautelas, foge da alçada dos usuários do transporte coletivo, sendo obrigação da concessionária prestar o serviço de forma adequada, garantindo a incolumidade física de seus passageiros.

DANO ESTÉTICO – INDENIZAÇÃO INDEVIDA – DANO MORAL – QUANTUM – NECESSIDADE DE FIXAÇÃO COM ADSTRIÇÃO À RAZOABILIDADE, À PROPORCIONALIDADE E TENDO EM VISTA OS FINS OBJETIVADOS PELO INSTITUTO DA RESPONSABILIDADE CIVIL – VALOR REDUZIDO.
I) Se a alteração da marcha e o uso de muletas ainda são reversíveis por tratamento. não configura irrefutável o dever de indenizar por dano estético. O constrangimento no convívio com outras pessoas e dificuldades de enfrentar as ocupações diárias são transtornos que se encontram inseridos dentro do ressarcimento por dano moral. Se, futuramente, a aparência não for restaurada, poderá o ofendido recorrer novamente ao Judiciário para ser ressarcido pela sua imperfeição física permanente.
II) O valor da indenização por danos morais não tem tabelamento e nem se encontra arrolada em lei, devendo ser fixado com prudência e moderação pelo magistrado, com observação das diretrizes traçadas para casos idênticos pelos Tribunais Superiores, sempre levando em consideração o dano experimentado, sua extensão e repercussão na esfera e no meio social em que vive o autor, a conduta que o causou e a situação econômica das partes. Valor arbitrado na sentença que se mostrou excessivo às circunstâncias do caso concreto e destoante da média aceita pelos tribunais. Verba reduzida. 

JUROS DE MORA– RESPONSABILIDADE CONTRATUAL – TERMO INICIAL – DATA DA CITAÇÃO – INAPLICABILIDADE DA SÚMULA 54 DO STJ.
III) Nos casos de responsabilidade contratual, como o de transporte público, o termo inicial para a incidência dos juros de mora é a data da citação, não se aplicando na espécie o teor da Súmula 54 do STJ.

DANO MORAL – QUANTIFICAÇÃO FEITA PELA AUTORA NA INICIAL – VALOR A QUE NÃO ESTÁ ADSTRITO O JUIZ DA CAUSA – POSSIBILIDADE DE FIXAÇÃO EM VALOR MAIOR – INOCORRÊNCIA DE SENTENÇA ULTRA PETITA – INOCORRÊNCIA, AINDA, DE SUCUMBÊNCIA RECÍPROCA, SE PLEITEADO VALOR MAIOR E CONCEDIDO VALOR MENOR. 
Em ação de indenização por danos morais, o valor postulado na inicial é meramente estimativo, não podendo ser tomado como pedido certo para se conceber reciprocidade dos ônus sucumbenciais. 
 Na ação de indenização por dano moral, a condenação em montante inferior ao postulado na inicial não implica sucumbência recíproca.

DANOS MATERIAIS. COBERTURA DE DESPESAS FUTURAS RELATIVAS A TRATAMENTO MÉDICO E FISIOTERÁPICO. ADMISSIBILIDADE DA CONDENAÇÃO. VALOR A SER APURADO EM SEDE DE LIQUIDAÇÃO POR ARTIGOS. 
I) Se ainda há despesas a serem feitas em prol da melhora da saúde da vítima, no que concerne à lesão oriunda do evento gerador da lide e se não paira qualquer dúvida acerca da obrigação da ré em assumir esses gastos, a pendência sobre a respectiva quantificação pode, plenamente, ser resolvida por trabalho desenvolvido em sede de liquidação, observando-se o procedimento da liquidação por artigos.

LIDE SECUNDÁRIA. OBRIGAÇÃO DA SEGURADORA DE ARCAR COM A CONDENAÇÃO DO VALOR PRINCIPAL E ACESSÓRIOS ATÉ O LIMITE DA APÓLICE DEVIDAMENTE ATUALIZADO. CONDENAÇÃO SOLIDÁRIA DA SEGURADORA COM A RÉ DENUNCIANTE – POSSIBILIDADE. 
I) A seguradora denunciada tem obrigação de arcar com todos os prejuízos materiais do denunciante, incluídos os honorários advocatícios e custas da lide principal, até o limite da apólice devidamente atualizado.
Aceita a denunciação da lide e apresentada contestação quanto ao mérito da causa, o denunciado assume a condição de litisconsorte do réu, podendo, por conseguinte, ser condenado direta e solidariamente com aquele, na mesma sentença, ao pagamento da indenização.

VALOR DOS HONORÁRIOS ADVOCATÍCIOS DA LIDE PRINCIPAL E DA SECUNDÁRIA. 
Se o valor da condenação é reduzido e os honorários foram fixados em percentual há, consequente e automaticamente, redução também dos próprios honorários que, a despeito de ter seu percentual mantido, incidirá sobre o quantum fixado no aresto e não mais na sentença. 
Sendo desproporcional o valor dos honorários advocatícios fixados na lide secundária, tendo em vista o conteúdo e proveito econômico da demanda, há que se prover o recurso da seguradora para que a verba respectiva incida, também, sobre idêntico percentual daquele fixado na lide principal. 
Recurso da autora improvido. Recurso das rés parcialmente providos."
215|531174.0|0800287-17.2014.8.12.0005|Apelação Cível / Perdas e Danos|Des. Divoncir Schreiner Maran|Aquidauana|1ª Câmara Cível|21/07/2015|22/07/2015|"APELAÇÃO CÍVEL – AÇÃO DECLARATÓRIA DE INEXISTÊNCIA DE DÉBITO C/C INDENIZAÇÃO POR DANOS MORAIS – NÃO CONHECIMENTO DO RECURSO – PRELIMINAR ARGUIDA EM CONTRARRAZÕES – ERRO MATERIAL – REJEITADA – MÉRITO – INSCRIÇÃO EM CADASTROS DE PROTEÇÃO AO CRÉDITO DO NOME DO APELADO RELATIVAMENTE A DÍVIDA DE CARTÃO DE CRÉDITO DE SUA ESPOSA – PERSONALIDADES DISTINTAS – IMPOSSIBILIDADE DE PRESUMIR RESPONSABILIDADE – DANO MORAL CONFIGURADO – QUANTUM INDENIZATÓRIO – ADEQUAÇÃO AO TRINÔMIO REPARAÇÃO-PUNIÇÃO-PROPORCIONALIDADE – JUROS DE MORA – INCIDÊNCIA A CONTAR DO EVENTO DANOSO – SÚMULA 54/STJ – MANUTENÇÃO DA CONDENAÇÃO –IMPROVIDA.
Mero equívoco material quanto à denominação do recurso não pode obstar a apreciação da irresignação do recurso, pois, satisfeitos os requisitos de admissibilidade, seria sobrepor um formalismo exacerbado aos princípios do devido processo legal e do duplo grau de jurisdição. Preliminar arguida em contrarrazões rejeitada.
O apelante negativou o nome do apelado relativamente a uma dívida oriunda de cartão de crédito emitido em nome da esposa deste. Considerando a distinção entre a personalidade jurídica dos cônjuges, se o cartão de crédito foi emitido em nome de esposa do apelado, não há como se presumir que as dívidas respectivas tenham sido contraídas por ele, de modo que impossível a extensão a ele de obrigação quanto às quais não há prova de ter assumido pessoalmente.
No que pertine à alegação de precedentes anotações do nome do apelado em cadastros de proteção ao crédito, os documentos acostados aos autos pelo apelante não comprovam, satisfatoriamente, que se refiram àquele; nem mesmo por ocasião da apelação foram carreados elementos a amparar a tese da instituição financeira, daí porque inaplicável a Súmula 385 do Tribunal da Cidadania.
Inscrito o nome do apelado em cadastros de proteção ao crédito face a débito ilegítimo, resta configurado o dano moral, passível de reparação e que prescinde de prova, porque ínsito na própria ofensa (in re ipsa).

Para arbitrar o valor da indenização deve-se atentar ao trinômio reparação-punição-proporcionalidade, levar em conta as circunstâncias do caso, as condições pessoais e econômicas do ofensor e do ofendido e o que seria razoável para compensar o ofendido do prejuízo experimentado, de modo que a condenação deve ser mantida em R$ 7.000,00.
No que tange ao momento de incidência dos juros moratórios, aplica-se o teor da Súmula 54 do Superior Tribunal de Justiça, cujo enunciado é o seguinte: ""os juros moratórios fluem a partir do evento danoso, em caso de responsabilidade extracontratual""."
216|534547.0|0831524-81.2014.8.12.0001|Apelação Cível / Perdas e Danos|Des. Marco André Nogueira Hanson|Campo Grande|3ª Câmara Cível|04/08/2015|05/08/2015|"APELAÇÃO CÍVEL DA EMPRESA RÉ – AÇÃO DECLARATÓRIA DE INEXISTÊNCIA DÉBITO C/C INDENIZAÇÃO POR DANOS MORAIS – INSCRIÇÃO INDEVIDA EM CADASTRO DE PROTEÇÃO AO CRÉDITO – INEXISTÊNCIA DE RELAÇÃO JURÍDICA – ATO ILÍCITO – DANO MORAL CONFIGURADO – QUANTUM INDENIZATÓRIO MANTIDO – RECURSO CONHECIDO E IMPROVIDO. 
I- Não havendo prova da contratação, ônus que incumbia à ré nos termos do artigo 333, II, do Código de Processo Civil e inequívoca também a inscrição indevida do nome da autora no rol dos inadimplentes, é de se manter a sentença que declarou a inexistência do débito e  reconheceu o dano moral. 
II- A inscrição indevida em cadastros depreciativos do crédito configura ato ilícito passível de indenização por danos morais, que nesse caso prescinde de prova. 
III- No ordenamento jurídico brasileiro não existem critérios objetivos para a quantificação do dano moral, até porque esta espécie de dano, por atingir a esfera psíquica do indivíduo e estar intimamente ligada à sua moral, não permite que se criem parâmetros concretos para a análise de sua extensão. Por isso, a doutrina menciona que o dano moral deve ser arbitrado de acordo com a possibilidade econômica do ofensor, as necessidades do ofendido, a potencialidade do dano e o grau de culpa ou dolo envolvido no ato lesivo. Se assim o fez o julgador na origem, não há que se reduzir o quantum indenizatório fixado.

RECURSO ADESIVO DA CONSUMIDORA –  QUANTUM INDENIZATÓRIO – CONDIZENTE COM AS CIRCUNSTÂNCIAS DOS AUTOS – MAJORAÇÃO INDEVIDA – CORREÇÃO MONETÁRIA E JUROS DE MORA – TERMO A QUO ALTERADO – RECURSO CONHECIDO E PARCIALMENTE PROVIDO.
I - Na fixação do quantum debeatur da indenização, mormente tratando-se de dano moral, deve o juiz ter em mente o princípio de que o dano não pode ser fonte de lucro. A indenização, não há dúvida, deve ser suficiente para reparar o dano, o mais completamente possível, e nada mais. Qualquer quantia a maior importará enriquecimento sem causa, ensejador de novo dano. Se assim restou observado pelo juízo monocrático, não há se falar em sua majoração no juízo recursal.
II - O Superior Tribunal de Justiça pacificou o entendimento de que ""a correção monetária do valor da indenização do dano moral incide desde a data do arbitramento"", conforme o enunciado da Súmula 362 da referida Corte. O termo inicial dos juros de mora é a data do evento danoso, por se tratar, no caso, de responsabilidade extracontratual, nos  termos da Súmula 54 do STJ."
217|543568.0|0800422-03.2013.8.12.0025|Apelação Cível / Perdas e Danos|Des. Sideni Soncini Pimentel|Bandeirantes|5ª Câmara Cível|08/09/2015|10/09/2015|APELAÇÃO CÍVEL – AÇÃO DECLARATÓRIA DE INEXISTÊNCIA DE RELAÇÃO JURÍDICA
218|770089.0|0801732-03.2015.8.12.0016|Apelação Cível / Perdas e Danos|Des. Júlio Roberto Siqueira Cardoso|Mundo Novo|5ª Câmara Cível|08/05/2018|10/05/2018|"E M E N T A – APELAÇÕES CÍVEIS – AÇÃO DECLARATÓRIA DE INEXISTÊNCIA DE DÉBITO CUMULADA COM REPETIÇÃO DE INDÉBITO E DANOS MORAIS – DESCONTO EM BENEFÍCIO PREVIDENCIÁRIO – INDÍGENA.
RECURSO PARTE AUTORA – RESTITUIÇÃO DOS VALORES DESCONTADOS INDEVIDAMENTE DE FORMA SIMPLES – DANO MORAL – MAJORAÇÃO DO VALOR – HONORÁRIOS ADVOCATÍCIOS MAJORADOS – RECURSO CONHECIDO E PARCIALMENTE PROVIDO.
RECURSO INSTITUIÇÃO FINANCEIRA – DANO MATERIAL DEMONSTRADO - CONTRATO FORMALMENTE VÁLIDO – AUSÊNCIA DE COMPROVAÇÃO DE ENTREGA DO VALOR – INEXIGIBILIDADE – DEVOLUÇÃO DEVIDA  – DANO MORAL CONFIGURADO - DEVER DE INDENIZAR –  JUROS A PARTIR DO EVENTO DANOSO  – SÚMULA 54 DO STJ –  RECURSO CONHECIDO E NÃO PROVIDO."
219|798698.0|0800343-19.2015.8.12.0004|Apelação Cível / Perdas e Danos|Des. Luiz Tadeu Barbosa Silva|Amambai|5ª Câmara Cível|22/08/2018|27/08/2018|"E M E N T A -  APELAÇÕES CÍVEIS – AÇÃO DE CONHECIMENTO DE NATUREZA CONSTITUTIVO-CONDENATÓRIA – PREJUDICIAL DE PRESCRIÇÃO AFASTADA – TERMO INICIAL – ÚLTIMO DESCONTO – DEMANDA AJUIZADA COM OBSERVÂNCIA DO PRAZO QUINQUENAL, PREVISTO NO ART. 27 DO CDC – MÉRITO – DESCONTOS EM BENEFÍCIO PREVIDENCIÁRIO – INDÍGENA – CONTRATO NÃO APRESENTADO NOS AUTOS – AUSÊNCIA DE PROVA DE QUE OS BANCOS DISPONIBILIZARAM O VALOR DO MÚTUO NA CONTA DO CONSUMIDOR – DESCONTOS INDEVIDOS – FALHA NA PRESTAÇÃO DE SERVIÇO CONFIGURADA – DEVER DE INDENIZAR – QUANTUM INDENIZATÓRIO QUE DEVE SER FIXADO COM OBSERVÂNCIA DOS PRINCÍPIOS DA RAZOABILIDADE E DA PROPORCIONALIDADE – EM RELAÇÃO À INDENIZAÇÃO POR DANO MORAL: JUROS DE MORA COM FLUÊNCIA A PARTIR DO EVENTO DANOSO (SÚMULA 54, STJ) E CORREÇÃO MONETÁRIA INCIDENTE DA PUBLICAÇÃO DO ACÓRDÃO (SÚMULA 362, STJ) – RESTITUIÇÃO DOS VALORES INDEVIDAMENTE DESCONTADOS NA FORMA SIMPLES – AUSÊNCIA DE COMPROVAÇÃO DE MÁ-FÉ DOS AGENTES FINANCEIROS – SOBRE O QUANTUM A SER RESTITUÍDO: JUROS DE MORA INCIDENTES A PARTIR DO EVENTO DANOSO E CORREÇÃO MONETÁRIA A CONTAR DE CADA DESCONTO INDEVIDO – HONORÁRIOS ADVOCATÍCIOS – PERCENTUAL MANTIDO –  REDISTRIBUIÇÃO DA SUCUMBÊNCIA COM BASE NA REFORMA DA SENTENÇA – RECURSOS DO AUTOR E DOS RÉUS PARCIALMENTE PROVIDOS.
I – Não há se falar em prescrição do direito de ação do autor, já que o contrato teve seu último desconto em julho de 2010 e a ação ajuizada em fevereiro de 2015, ou seja, antes do decurso do prazo de cinco anos previsto no art. 27 da lei n. 8.078/90. Prejudicial, portanto, afastada.
II – Inexistente a comprovação de vínculo contratual ou negocial entre as partes que justificasse desconto de valor no benefício previdenciário do autor, há de se reconhecer a nulidade do ato jurídico, bem como o dever dos réus em indenizar o demandante.
III – A indenização por danos morais não deve ser elevada a ponto de promover o enriquecimento sem causa da vítima, tampouco insuficiente para os fins compensatórios e punitivos. Quantum majorado.
IV – Tendo em vista que os réus não demonstraram a legalidade dos descontos feitos no beneficio previdenciário do autor, afigura-se adequada a condenação de restituição dos valores, que deverá ser feita na forma simples, por inexistência de comprovação de má-fé. 
V – Conforme estabelece a Súmula 54 do STJ, os juros moratórios fluem a partir do evento danoso, em caso de responsabilidade extracontratual. A correção monetária, por sua vez, incidirá a partir da publicação do acórdão.
VI – Com relação aos valores que serão restituídos ao autor em razão dos descontos indevidos, os juros de mora devem incidir a partir do evento danoso e o termo inicial da correção monetária será a data de cada parcela debitada em seu benefício previdenciário."
